100,15,0.0098,32,0.011,35,0.0095,
200,15,0.02165,32,0.0233,35,0.01965,
300,15,0.03535,32,0.035,35,0.0331,
400,15,0.03425,32,0.0339,35,0.035,
500,15,0.04905,32,0.0446,35,0.0441,
600,15,0.05895,32,0.06025,35,0.0587,
700,15,0.08705,32,0.10165,35,0.0818,
800,15,0.108,32,0.10765,35,0.11055,
900,15,0.0769,32,0.07455,35,0.07565,
1000,15,0.14725,32,0.11345,35,0.1057,
1100,15,0.1743,32,0.13625,35,0.11595,
1200,15,0.1244,32,0.10835,35,0.1091,
1300,15,0.14065,32,0.13585,35,0.19545,
1400,15,0.16425,32,0.1309,35,0.1287,
1500,15,0.15675,32,0.1667,35,0.1622,
1600,15,0.2481,32,0.19765,35,0.23285,
1700,15,0.23565,32,0.1725,35,0.194,
1800,15,0.22675,32,0.2384,35,0.22555,
1900,15,0.21305,32,0.17195,35,0.21585,
2000,15,0.20195,32,0.1873,35,0.2342,
2100,15,0.29985,32,0.27345,35,0.2801,
2200,15,0.21545,32,0.2009,35,0.20055,
2300,15,0.2474,32,0.2698,35,0.22815,
2400,15,0.23625,32,0.22535,35,0.2132,
2500,15,0.2991,32,0.28695,35,0.25745,
2600,15,0.3063,32,0.2904,35,0.28075,
2700,15,0.3255,32,0.35405,35,0.30345,
2800,15,0.36525,32,0.34595,35,0.3479,
2900,15,0.3698,32,0.3198,35,0.3666,
3000,15,0.3578,32,0.36105,35,0.33565,
